model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gpt-5,0,N0P0,position paper,30,SEED_14; SEED_118; SEED_46; SEED_112; SEED_106; SEED_103; SEED_39; SEED_30; SEED_7; SEED_116; SEED_72; SEED_10; SEED_108; SEED_93; SEED_62; SEED_104; SEED_8; SEED_97; SEED_68; SEED_98; SEED_16; SEED_99; SEED_84; SEED_60; SEED_70; SEED_21; SEED_33; SEED_67; SEED_77; SEED_54,SEED_46; SEED_8; SEED_72; SEED_118; SEED_30; SEED_99; SEED_103; SEED_77; SEED_14; SEED_33,10,,0,0,0.0
gpt-5,0,N0P81,literature review,30,SEED_24; SEED_46; SEED_70; SEED_36; SEED_9; SEED_49; SEED_64; SEED_57; SEED_97; SEED_117; SEED_35; SEED_105; SEED_79; SEED_87; SEED_78; SEED_15; SEED_16; SEED_12; SEED_50; SEED_47; SEED_43; SEED_71; SEED_118; SEED_96; SEED_18; SEED_25; SEED_77; SEED_65; SEED_51; SEED_113,SEED_15; SEED_18; SEED_57; SEED_46; SEED_24; SEED_36; SEED_87; SEED_77; SEED_51; SEED_96,10,,0,0,0.0
gpt-5,0,N0P82,literature review,30,SEED_5; SEED_4; SEED_17; SEED_91; SEED_42; SEED_102; SEED_60; SEED_66; SEED_58; SEED_19; SEED_77; SEED_65; SEED_117; SEED_41; SEED_78; SEED_40; SEED_20; SEED_50; SEED_105; SEED_94; SEED_38; SEED_75; SEED_43; SEED_64; SEED_108; SEED_68; SEED_62; SEED_90; SEED_72; SEED_99,SEED_58; SEED_66; SEED_17; SEED_60; SEED_20; SEED_65; SEED_77; SEED_94; SEED_90; SEED_99,10,,0,0,0.0
gpt-5,0,N0P83,position paper,30,SEED_104; SEED_2; SEED_47; SEED_42; SEED_86; SEED_14; SEED_53; SEED_74; SEED_39; SEED_101; SEED_92; SEED_88; SEED_80; SEED_3; SEED_76; SEED_60; SEED_33; SEED_83; SEED_100; SEED_99; SEED_112; SEED_73; SEED_29; SEED_109; SEED_6; SEED_110; SEED_61; SEED_21; SEED_67; SEED_107,SEED_88; SEED_47; SEED_74; SEED_99; SEED_53; SEED_6; SEED_33; SEED_104; SEED_60; SEED_14,10,,0,0,0.0
gpt-5,0,N0P84,position paper,30,SEED_18; SEED_105; SEED_87; SEED_31; SEED_4; SEED_73; SEED_89; SEED_14; SEED_24; SEED_2; SEED_56; SEED_40; SEED_53; SEED_19; SEED_52; SEED_88; SEED_26; SEED_118; SEED_64; SEED_99; SEED_78; SEED_60; SEED_94; SEED_93; SEED_7; SEED_90; SEED_17; SEED_66; SEED_103; SEED_71,SEED_88; SEED_89; SEED_31; SEED_99; SEED_90; SEED_14; SEED_103; SEED_73; SEED_87; SEED_53,10,,0,0,0.0
gpt-5,0,N0P85,position paper,30,SEED_84; SEED_61; SEED_67; SEED_48; SEED_40; SEED_22; SEED_58; SEED_68; SEED_43; SEED_69; SEED_45; SEED_86; SEED_98; SEED_92; SEED_87; SEED_82; SEED_102; SEED_88; SEED_33; SEED_78; SEED_118; SEED_24; SEED_31; SEED_35; SEED_71; SEED_38; SEED_28; SEED_94; SEED_36; SEED_90,SEED_88; SEED_118; SEED_61; SEED_98; SEED_48; SEED_36; SEED_87; SEED_90; SEED_33; SEED_67,10,,0,0,0.0
gpt-5,0,N0P86,literature review,30,SEED_88; SEED_90; SEED_62; SEED_40; SEED_61; SEED_44; SEED_71; SEED_101; SEED_92; SEED_35; SEED_36; SEED_15; SEED_73; SEED_86; SEED_69; SEED_48; SEED_50; SEED_114; SEED_98; SEED_18; SEED_37; SEED_5; SEED_109; SEED_91; SEED_10; SEED_102; SEED_56; SEED_83; SEED_32; SEED_115,SEED_15; SEED_61; SEED_98; SEED_48; SEED_73; SEED_62; SEED_88; SEED_90; SEED_114; SEED_36,10,,0,0,0.0
gpt-5,0,N0P87,position paper,30,SEED_25; SEED_105; SEED_68; SEED_34; SEED_71; SEED_89; SEED_116; SEED_17; SEED_13; SEED_78; SEED_94; SEED_75; SEED_30; SEED_31; SEED_6; SEED_85; SEED_67; SEED_28; SEED_81; SEED_29; SEED_118; SEED_12; SEED_52; SEED_42; SEED_91; SEED_60; SEED_98; SEED_87; SEED_112; SEED_0,SEED_98; SEED_25; SEED_68; SEED_30; SEED_94; SEED_0; SEED_89; SEED_31; SEED_60; SEED_67,10,,0,0,0.0
gpt-5,0,N0P88,literature review,30,SEED_118; SEED_20; SEED_52; SEED_83; SEED_112; SEED_115; SEED_60; SEED_61; SEED_116; SEED_25; SEED_96; SEED_36; SEED_41; SEED_108; SEED_82; SEED_7; SEED_98; SEED_11; SEED_111; SEED_73; SEED_29; SEED_68; SEED_94; SEED_92; SEED_4; SEED_22; SEED_53; SEED_97; SEED_95; SEED_50,SEED_95; SEED_53; SEED_11; SEED_61; SEED_94; SEED_98; SEED_68; SEED_60; SEED_20; SEED_73,10,,0,0,0.0
gpt-5,0,N0P89,literature review,30,SEED_23; SEED_95; SEED_111; SEED_37; SEED_112; SEED_4; SEED_1; SEED_38; SEED_72; SEED_77; SEED_13; SEED_42; SEED_36; SEED_58; SEED_82; SEED_69; SEED_67; SEED_63; SEED_17; SEED_64; SEED_59; SEED_34; SEED_24; SEED_14; SEED_108; SEED_20; SEED_93; SEED_106; SEED_105; SEED_32,SEED_95; SEED_13; SEED_69; SEED_58; SEED_72; SEED_23; SEED_63; SEED_20; SEED_77; SEED_14,10,,0,0,0.0
gpt-5,0,N0P9,literature review,30,SEED_71; SEED_1; SEED_14; SEED_9; SEED_113; SEED_88; SEED_19; SEED_69; SEED_4; SEED_106; SEED_47; SEED_74; SEED_70; SEED_18; SEED_55; SEED_16; SEED_5; SEED_39; SEED_46; SEED_103; SEED_45; SEED_26; SEED_87; SEED_31; SEED_85; SEED_13; SEED_99; SEED_119; SEED_52; SEED_79,SEED_88; SEED_46; SEED_39; SEED_18; SEED_14; SEED_1; SEED_55; SEED_70; SEED_99; SEED_113,10,,0,0,0.0
gpt-5,0,N0P90,literature review,30,SEED_1; SEED_94; SEED_43; SEED_101; SEED_37; SEED_72; SEED_86; SEED_96; SEED_24; SEED_22; SEED_78; SEED_81; SEED_51; SEED_105; SEED_54; SEED_65; SEED_41; SEED_11; SEED_107; SEED_85; SEED_12; SEED_23; SEED_17; SEED_61; SEED_103; SEED_31; SEED_0; SEED_33; SEED_49; SEED_30,SEED_11; SEED_33; SEED_61; SEED_94; SEED_24; SEED_51; SEED_85; SEED_65; SEED_30; SEED_96,10,,0,0,0.0
gpt-5,0,N0P91,literature review,30,SEED_96; SEED_34; SEED_42; SEED_38; SEED_74; SEED_92; SEED_73; SEED_1; SEED_33; SEED_83; SEED_46; SEED_88; SEED_30; SEED_7; SEED_85; SEED_15; SEED_59; SEED_39; SEED_20; SEED_51; SEED_87; SEED_64; SEED_90; SEED_102; SEED_108; SEED_104; SEED_81; SEED_37; SEED_47; SEED_78,SEED_33; SEED_15; SEED_46; SEED_30; SEED_90; SEED_96; SEED_74; SEED_88; SEED_20; SEED_51,10,,0,0,0.0
gpt-5,0,N0P92,literature review,30,SEED_28; SEED_17; SEED_61; SEED_19; SEED_58; SEED_95; SEED_77; SEED_47; SEED_53; SEED_89; SEED_70; SEED_60; SEED_96; SEED_68; SEED_102; SEED_85; SEED_27; SEED_97; SEED_31; SEED_87; SEED_107; SEED_76; SEED_10; SEED_67; SEED_57; SEED_99; SEED_90; SEED_46; SEED_9; SEED_72,SEED_95; SEED_53; SEED_58; SEED_17; SEED_61; SEED_60; SEED_72; SEED_27; SEED_77; SEED_96,10,,0,0,0.0
gpt-5,0,N0P93,literature review,30,SEED_7; SEED_106; SEED_70; SEED_115; SEED_64; SEED_25; SEED_73; SEED_68; SEED_19; SEED_21; SEED_41; SEED_66; SEED_56; SEED_14; SEED_87; SEED_26; SEED_91; SEED_74; SEED_62; SEED_11; SEED_65; SEED_57; SEED_119; SEED_58; SEED_16; SEED_99; SEED_53; SEED_96; SEED_72; SEED_97,SEED_106; SEED_25; SEED_68; SEED_74; SEED_73; SEED_62; SEED_14; SEED_65; SEED_70; SEED_99,10,,0,0,0.0
gpt-5,0,N0P94,position paper,30,SEED_59; SEED_86; SEED_103; SEED_39; SEED_92; SEED_2; SEED_50; SEED_32; SEED_104; SEED_0; SEED_95; SEED_27; SEED_74; SEED_9; SEED_5; SEED_54; SEED_44; SEED_89; SEED_8; SEED_69; SEED_7; SEED_101; SEED_60; SEED_4; SEED_36; SEED_52; SEED_23; SEED_17; SEED_82; SEED_91,SEED_59; SEED_89; SEED_39; SEED_0; SEED_44; SEED_104; SEED_27; SEED_101; SEED_60; SEED_36,10,,0,0,0.0
gpt-5,0,N0P95,position paper,30,SEED_47; SEED_114; SEED_48; SEED_57; SEED_111; SEED_117; SEED_118; SEED_10; SEED_87; SEED_84; SEED_69; SEED_17; SEED_83; SEED_44; SEED_15; SEED_22; SEED_68; SEED_50; SEED_67; SEED_16; SEED_93; SEED_28; SEED_0; SEED_96; SEED_2; SEED_38; SEED_59; SEED_86; SEED_109; SEED_54,SEED_47; SEED_114; SEED_44; SEED_83; SEED_96; SEED_0; SEED_68; SEED_57; SEED_48; SEED_109,10,,0,0,0.0
gpt-5,0,N0P96,position paper,30,SEED_48; SEED_105; SEED_29; SEED_31; SEED_58; SEED_44; SEED_19; SEED_35; SEED_24; SEED_92; SEED_97; SEED_14; SEED_4; SEED_103; SEED_84; SEED_53; SEED_78; SEED_98; SEED_2; SEED_30; SEED_26; SEED_8; SEED_12; SEED_76; SEED_107; SEED_57; SEED_96; SEED_86; SEED_90; SEED_6,SEED_90; SEED_96; SEED_44; SEED_53; SEED_58; SEED_48; SEED_98; SEED_24; SEED_14; SEED_103,10,,0,0,0.0
gpt-5,0,N0P97,position paper,30,SEED_94; SEED_5; SEED_51; SEED_56; SEED_29; SEED_69; SEED_27; SEED_96; SEED_110; SEED_99; SEED_7; SEED_17; SEED_64; SEED_37; SEED_115; SEED_104; SEED_93; SEED_73; SEED_40; SEED_102; SEED_76; SEED_98; SEED_86; SEED_41; SEED_30; SEED_38; SEED_18; SEED_84; SEED_66; SEED_28,SEED_94; SEED_27; SEED_73; SEED_51; SEED_30; SEED_99; SEED_96; SEED_98; SEED_69; SEED_66,10,,0,0,0.0
gpt-5,0,N0P98,literature review,30,SEED_35; SEED_7; SEED_71; SEED_75; SEED_112; SEED_94; SEED_22; SEED_80; SEED_86; SEED_54; SEED_117; SEED_63; SEED_6; SEED_44; SEED_82; SEED_85; SEED_48; SEED_100; SEED_67; SEED_40; SEED_89; SEED_53; SEED_52; SEED_19; SEED_38; SEED_103; SEED_23; SEED_68; SEED_60; SEED_30,SEED_53; SEED_48; SEED_6; SEED_22; SEED_94; SEED_30; SEED_68; SEED_35; SEED_89; SEED_85,10,,0,0,0.0
gpt-5,0,N0P99,position paper,30,SEED_38; SEED_109; SEED_90; SEED_18; SEED_103; SEED_59; SEED_7; SEED_71; SEED_52; SEED_53; SEED_112; SEED_67; SEED_17; SEED_49; SEED_31; SEED_32; SEED_26; SEED_42; SEED_82; SEED_10; SEED_57; SEED_47; SEED_11; SEED_68; SEED_92; SEED_24; SEED_6; SEED_34; SEED_48; SEED_86,SEED_90; SEED_31; SEED_59; SEED_26; SEED_68; SEED_24; SEED_53; SEED_103; SEED_67; SEED_109,10,,0,0,0.0
