model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gemini-2.5-flash,1,N1P89,literature review,30,SEED_43; SEED_35; N0P18; N0P20; SEED_37; SEED_77; SEED_9; N0P30; N0P41; N0P33; SEED_64; N0P38; SEED_73; SEED_110; N0P48; SEED_13; N0P64; SEED_88; N0P76; N0P42; SEED_105; N0P26; N0P24; SEED_8; N0P107; SEED_58; SEED_27; N0P61; N0P54; N0P37,N0P18; N0P20; SEED_8; SEED_37; SEED_13; SEED_9; SEED_27; SEED_43; SEED_88; SEED_77,10,,0,0,0.0
gemini-2.5-flash,1,N1P9,literature review,30,N0P99; N0P84; SEED_38; N0P94; N0P19; N0P49; N0P111; SEED_29; SEED_98; SEED_85; N0P90; N0P56; N0P21; N0P12; SEED_2; N0P117; SEED_95; N0P8; SEED_54; SEED_113; SEED_106; N0P66; N0P50; SEED_28; N0P98; SEED_115; SEED_76; N0P45; N0P95; N0P81,N0P99; N0P84; N0P94; N0P8; N0P111; N0P19; N0P45; SEED_98; SEED_85; SEED_38,10,,0,0,0.0
gemini-2.5-flash,1,N1P90,literature review,30,SEED_88; SEED_2; SEED_116; SEED_50; N0P107; SEED_90; SEED_65; SEED_49; N0P98; SEED_117; N0P32; SEED_83; SEED_23; SEED_108; SEED_74; SEED_30; SEED_59; N0P55; N0P40; N0P88; N0P84; N0P26; SEED_27; SEED_40; SEED_112; SEED_12; SEED_5; N0P111; N0P16; N0P20,N0P107; N0P32; SEED_116; SEED_65; SEED_27; SEED_108; SEED_88; SEED_30; SEED_90; SEED_2,10,,0,0,0.0
gemini-2.5-flash,1,N1P91,position paper,30,N0P118; SEED_66; N0P109; N0P28; SEED_64; N0P107; SEED_53; SEED_12; N0P3; N0P13; SEED_13; SEED_117; SEED_105; N0P62; N0P61; N0P115; SEED_27; SEED_55; N0P86; N0P40; N0P56; N0P94; SEED_40; SEED_26; N0P22; SEED_83; N0P53; N0P103; N0P26; N0P80,N0P118; N0P107; N0P94; N0P28; N0P13; SEED_64; SEED_105; SEED_117; SEED_53; SEED_27,10,,0,0,0.0
gemini-2.5-flash,1,N1P92,literature review,30,N0P70; N0P95; N0P109; SEED_53; N0P90; SEED_9; SEED_37; N0P81; SEED_90; SEED_58; N0P79; N0P88; N0P9; SEED_7; N0P85; N0P60; N0P18; SEED_118; N0P53; N0P119; N0P55; N0P3; N0P43; SEED_51; SEED_35; SEED_50; SEED_111; N0P50; N0P68; N0P74,N0P70; N0P95; N0P81; N0P109; N0P90; SEED_118; SEED_53; N0P18; SEED_37; SEED_111,10,,0,0,0.0
gemini-2.5-flash,1,N1P93,literature review,30,SEED_7; SEED_29; N0P39; SEED_32; SEED_89; SEED_34; N0P107; N0P97; SEED_0; SEED_107; N0P72; SEED_118; N0P93; SEED_35; N0P113; SEED_45; N0P10; N0P1; SEED_42; N0P63; SEED_115; SEED_92; SEED_101; SEED_8; N0P20; N0P67; N0P66; SEED_95; N0P95; N0P14,N0P39; N0P107; N0P97; SEED_45; SEED_95; SEED_42; SEED_107; SEED_89; N0P67; SEED_32,10,,0,0,0.0
gemini-2.5-flash,1,N1P94,literature review,30,SEED_34; SEED_111; N0P81; SEED_84; SEED_116; N0P24; SEED_74; N0P15; N0P64; SEED_110; N0P92; SEED_109; N0P6; N0P80; SEED_53; N0P72; SEED_66; SEED_48; N0P73; SEED_108; SEED_72; SEED_12; SEED_90; N0P26; N0P86; SEED_73; SEED_65; SEED_89; N0P78; SEED_6,N0P81; N0P24; N0P15; SEED_116; SEED_6; SEED_12; SEED_111; SEED_53; SEED_89; SEED_108,10,,0,0,0.0
gemini-2.5-flash,1,N1P95,literature review,30,SEED_16; SEED_109; N0P80; SEED_70; N0P101; N0P108; N0P77; SEED_100; SEED_73; N0P66; N0P47; N0P19; SEED_9; N0P109; SEED_114; SEED_85; N0P94; SEED_108; SEED_4; SEED_110; SEED_39; N0P73; SEED_72; SEED_95; SEED_119; SEED_36; SEED_61; N0P103; SEED_87; N0P38,N0P80; N0P101; N0P19; SEED_70; SEED_16; SEED_73; SEED_108; SEED_85; SEED_4; SEED_36,10,,0,0,0.0
gemini-2.5-flash,1,N1P96,literature review,30,N0P15; N0P34; N0P99; SEED_27; SEED_50; SEED_28; SEED_69; N0P27; SEED_33; N0P28; N0P63; SEED_99; SEED_119; SEED_109; N0P96; SEED_35; N0P59; N0P53; N0P58; SEED_100; N0P57; SEED_105; SEED_14; SEED_77; SEED_74; SEED_86; SEED_107; SEED_62; SEED_78; SEED_94,N0P99; N0P53; N0P34; SEED_14; SEED_27; SEED_50; SEED_99; SEED_86; SEED_109; SEED_33,10,,0,0,0.0
gemini-2.5-flash,1,N1P97,literature review,30,SEED_97; N0P27; N0P13; N0P39; N0P18; N0P11; N0P117; N0P54; N0P20; N0P50; N0P67; N0P38; N0P61; SEED_53; SEED_20; SEED_109; N0P114; SEED_66; N0P90; N0P86; SEED_31; SEED_84; SEED_22; N0P76; N0P105; N0P56; N0P44; SEED_111; SEED_25; SEED_58,N0P27; N0P20; N0P38; N0P117; N0P13; N0P39; N0P67; N0P11; N0P18; SEED_97,10,,0,0,0.0
gemini-2.5-flash,1,N1P98,position paper,30,SEED_114; N0P77; N0P98; N0P44; SEED_89; SEED_113; SEED_25; N0P19; SEED_91; SEED_31; SEED_54; N0P64; SEED_86; SEED_99; N0P57; N0P41; N0P26; SEED_14; N0P52; SEED_100; N0P108; N0P12; SEED_35; N0P54; SEED_110; SEED_118; N0P76; SEED_79; SEED_44; N0P107,N0P77; N0P19; N0P107; N0P44; SEED_14; SEED_91; SEED_114; SEED_113; SEED_89; SEED_25,10,,0,0,0.0
gemini-2.5-flash,1,N1P99,literature review,30,SEED_104; SEED_11; SEED_69; SEED_84; SEED_47; SEED_49; N0P92; SEED_15; SEED_67; SEED_16; SEED_18; SEED_66; N0P89; SEED_54; N0P19; N0P23; N0P28; N0P51; SEED_53; SEED_56; SEED_79; SEED_109; N0P24; N0P46; SEED_57; N0P113; SEED_7; N0P8; SEED_75; SEED_77,N0P92; N0P19; SEED_11; SEED_15; N0P46; SEED_69; SEED_104; SEED_109; SEED_53; SEED_18,10,,0,0,0.0
